Parent Name,Parent Id,Identifier,Company Name,Type,Relationship,Country/Region,Industry,Confidence Score (%),Last Update Date,Days Since Last Update,Freshness,Snippet Count,Revenue (USD),EQ Score,Implied Rating,fetch_time
Magellan Aerospace Corp,4295861173,4297547964,Airbus SAS,Private,Customer,France,Aerospace & Defense,0.6348968038272,2021-06-21,230,5,4,44559147408.9301,,A,2022-02-06 16:33:00
Thales SA,4295866846,4295864272,China Eastern Airlines Corp Ltd,Public,Customer,China,Airlines,0.30891888,2020-09-25,499,4,2,8505000302.58958,3.0,B-,2022-02-06 16:33:00
Thales SA,4295866846,4295860771,Maxar Technologies Inc,Public,Supplier,United States of America,Communications & Networking,0.2993216,2016-04-04,2134,1,2,1666000000.0,19.0,CCC,2022-02-06 16:33:00
Thales SA,4295866846,4295887850,Singapore Airlines Ltd,Public,Customer,Singapore,Airlines,0.680489139915587,2018-12-18,1146,3,5,2794909848.30672,2.0,BB-,2022-02-06 16:33:00
Thales SA,4295866846,4295897579,Inmarsat Group Holdings Ltd,Private,Supplier,United Kingdom,Wireless Telecommunications Services,0.552546811584,2019-10-02,858,4,3,1465200000.0,,BB,2022-02-06 16:33:00
Thales SA,4295866846,4295867372,STMicroelectronics NV,Public,Customer,Switzerland,Semiconductors,0.31602704,2018-04-10,1398,2,2,10219000000.0,87.0,A,2022-02-06 16:33:00
Thales SA,4295866846,5069404364,Rakuten Mobile Inc,Private,Customer,Japan,Wireless Telecommunications Services,0.31577648,2021-06-29,222,5,2,1266643571.90088,,,2022-02-06 16:33:00
Thales SA,4295866846,5001064734,Bushmaster Firearms,Private,Supplier,United States of America,-,0.29205848,2015-10-05,2316,1,2,,,,2022-02-06 16:33:00
Thales SA,4295866846,4295921565,Talisker Resources Ltd,Public,Customer,Canada,Gold,0.71250246183206,2018-05-28,1350,2,6,,18.0,,2022-02-06 16:33:00
Thales SA,4295866846,5000687487,Nutrisystem Inc,Private,Customer,United States of America,Personal Services,0.31242112,2012-08-28,3449,1,2,691039000.0,,A+,2022-02-06 16:33:00
Thales SA,4295866846,4298531507,Alltemp Inc,Public,Customer,United States of America,Online Services,0.2645952,2021-11-03,95,5,2,,,,2022-02-06 16:33:00
Dassault Systemes SE,4295867357,4295888033,SATS Ltd,Public,Customer,Singapore,Airport Operators & Services,0.551348974848,2019-07-25,927,3,3,710462582.386324,39.0,BBB+,2022-02-06 16:34:00
Dassault Systemes SE,4295867357,4295891362,Advanced Semiconductor Engineering Inc,Private,Customer,Taiwan,Semiconductors,0.28443984,2016-11-08,1916,1,2,6140938219.66423,,BBB,2022-02-06 16:34:00
Dassault Systemes SE,4295867357,4296672075,Mammut Sports Group AG,Private,Customer,Switzerland,Recreational Products,0.3184368,2016-02-04,2194,1,2,,,,2022-02-06 16:34:00
Dassault Systemes SE,4295867357,4296113914,Siemens Industry Software Inc,Private,Supplier,United States of America,Software,0.29277992,2015-11-05,2285,1,2,1218747000.0,,,2022-02-06 16:34:00
Dassault Systemes SE,4295867357,5046039105,GLM Co Ltd,Private,Customer,Japan,Auto & Truck Manufacturers,0.3148304,2019-02-06,1096,3,2,,,,2022-02-06 16:34:00
Bombardier Inc,4295860745,4295903949,Esterline Technologies Corp,Private,Supplier,United States of America,Aerospace & Defense,0.650907584010048,2018-11-21,1173,3,4,2026845000.0,,BBB-,2022-02-06 16:32:00
Bombardier Inc,4295860745,5025366118,Casebank Technologies Inc,Private,Supplier,Canada,Software,0.31988,2016-12-12,1882,1,2,5667312.75462238,,,2022-02-06 16:32:00
Bombardier Inc,4295860745,4295895665,Petards Group PLC,Public,Supplier,United Kingdom,Communications & Networking,0.717204985638224,2021-05-28,254,5,7,16686191.706729,59.0,BBB-,2022-02-06 16:32:00
Bombardier Inc,4295860745,4295895665,Petards Group PLC,Public,Customer,United Kingdom,Communications & Networking,0.6427112482176,2019-10-07,853,4,4,16686191.706729,59.0,BBB-,2022-02-06 16:32:00
Bombardier Inc,4295860745,5000037251,Prasarana Malaysia Bhd,Private,Customer,Malaysia,"Passenger Transportation, Ground & Sea",0.31170928,2017-03-27,1777,1,2,203401458.064466,,,2022-02-06 16:32:00
Bombardier Inc,4295860745,4296685035,FACC AG,Public,Supplier,Austria,Aerospace & Defense,0.996510484929666,2022-02-03,3,5,12,601427199.179078,32.0,BB-,2022-02-06 16:32:00
Bombardier Inc,4295860745,5044777593,Imper Regas Importacao Exportacao e Comercializacao de Equipamentos para Rega Lda,Private,Customer,Portugal,Miscellaneous Specialty Retailers,0.621597782308224,2018-12-18,1146,3,4,5533112.8821921,,A-,2022-02-06 16:32:00
Bombardier Inc,4295860745,4296581095,Delhi Metro Rail Corporation Ltd,Private,Customer,India,"Passenger Transportation, Ground & Sea",0.29709856,2020-07-07,579,4,2,,,,2022-02-06 16:32:00
Bombardier Inc,4295860745,4296215610,Fokker Services Inc,Private,Supplier,United States of America,Aerospace & Defense,0.286404,2017-03-06,1798,1,2,18141051.0,,,2022-02-06 16:32:00
Bombardier Inc,4295860745,4296670578,Israel Railways Ltd,Private,Customer,Israel,"Passenger Transportation, Ground & Sea",0.28469392,2018-01-03,1495,2,2,,,,2022-02-06 16:32:00
Bombardier Inc,4295860745,5040050265,Utc Aerospace Systems,Private,Supplier,United States of America,Aerospace & Defense,0.28037088,2013-06-19,3154,1,2,,,,2022-02-06 16:32:00
Bombardier Inc,4295860745,4295863289,Air Canada,Public,Customer,Canada,Airlines,0.985135019991169,2020-05-15,632,4,9,4354124612.34089,5.0,B+,2022-02-06 16:32:00
Bombardier Inc,4295860745,4296785728,Bombardier Transportation GmbH,Private,Supplier,Germany,Heavy Machinery & Vehicles,0.993118886013547,2018-12-20,1144,3,11,1660107213.01029,,,2022-02-06 16:32:00
Bombardier Inc,4295860745,4295873824,Spicejet Ltd,Public,Customer,India,Airlines,0.722367685910154,2019-02-01,1101,3,7,696882721.071728,30.0,BB-,2022-02-06 16:32:00
Bombardier Inc,4295860745,4295881084,Korean Air Lines Co Ltd,Public,Customer,Korea; Republic (S. Korea),Airlines,0.709307821964159,2019-03-31,1043,3,6,7884859051.85574,61.0,BB,2022-02-06 16:32:00
Bombardier Inc,4295860745,4296543154,Transnet SOC Ltd,Private,Supplier,South Africa,"Passenger Transportation, Ground & Sea",0.529089459456,2019-05-30,983,3,3,4137685216.89284,,B,2022-02-06 16:32:00
Bombardier Inc,4295860745,4295862433,Chorus Aviation Inc,Public,Customer,Canada,Airlines,0.30512,2019-02-06,1096,3,2,708186088.864163,17.0,B+,2022-02-06 16:32:00
Bombardier Inc,4295860745,4296449856,Pratt & Whitney Co,Private,Customer,United States of America,Aerospace & Defense,0.2931904,2017-11-02,1557,2,2,,,,2022-02-06 16:32:00
Bombardier Inc,4295860745,4295903254,American Airlines Group Inc,Public,Customer,United States of America,Airlines,0.640364841891072,2019-02-25,1077,3,4,29882000000.0,48.0,CCC+,2022-02-06 16:32:00
Bombardier Inc,4295860745,4297354525,CityJet Designated Activity Co,Private,Customer,Ireland; Republic of,Airlines,0.2867792,2017-02-01,1831,1,2,,,,2022-02-06 16:32:00
Bombardier Inc,4295860745,4295868681,MTU Aero Engines AG,Public,Customer,Germany,Aerospace & Defense,0.280878,2015-02-12,2551,1,2,4539603013.02393,11.0,BBB,2022-02-06 16:32:00
Bombardier Inc,4295860745,4295906951,LMI Aerospace Inc,Private,Supplier,United States of America,Aerospace & Defense,0.665991096667576,2017-11-21,1538,2,5,346180000.0,,,2022-02-06 16:32:00
Bombardier Inc,4295860745,4298338985,Jazz Air Trust,Private,Customer,Canada,-,0.6344470147992,2010-04-30,4300,1,4,,,,2022-02-06 16:32:00
Bombardier Inc,4295860745,4295861287,CAE Inc,Public,Customer,Canada,Professional & Business Education,0.61998458340311,2015-06-26,2417,1,4,2258557917.90025,13.0,BB,2022-02-06 16:32:00
Bombardier Inc,4295860745,4298025353,TagMaster AB,Public,Supplier,Sweden,Semiconductors,0.572188342512,2011-11-15,3736,1,3,38139120.1926132,62.0,BBB+,2022-02-06 16:32:00
Bombardier Inc,4295860745,4295912320,Westinghouse Air Brake Technologies Corp,Public,Supplier,United States of America,Heavy Machinery & Vehicles,0.562365887232,2017-11-24,1535,2,3,7556100000.0,34.0,BB-,2022-02-06 16:32:00
Bombardier Inc,4295860745,5037365936,Cortex Finance PLC Series 2006-5,Private,Supplier,Ireland; Republic of,Corporate Financial Services,0.544013184,2014-09-26,2690,1,3,,,,2022-02-06 16:32:00
Bombardier Inc,4295860745,4295868979,Deutsche Lufthansa AG,Public,Customer,Germany,Airlines,0.637519978630502,2017-07-10,1672,1,4,15511356636.6563,10.0,B-,2022-02-06 16:32:00
Bombardier Inc,4295860745,4298173531,Toho Tenax Europe GmbH,Private,Supplier,Germany,Commodity Chemicals,0.31891888,2010-06-28,4241,1,2,142595998.293234,,,2022-02-06 16:32:00
Magellan Aerospace Corp,4295861173,4295905180,Raytheon Technologies Corp,Public,Customer,United States of America,Aerospace & Defense,0.30461248,2018-02-20,1447,2,2,64388000000.0,18.0,BB,2022-02-06 16:33:00
Magellan Aerospace Corp,4295861173,4295884955,Airbus SE,Public,Customer,Netherlands,Aerospace & Defense,0.990257523039683,2018-08-13,1273,2,10,56972759765.1623,61.0,BBB+,2022-02-06 16:33:00
Thales SA,4295866846,5000809165,Austro Control GmbH International,Private,Customer,Austria,Airport Operators & Services,0.30786416,2017-10-20,1570,2,2,160965212.165635,,CC,2022-02-06 16:33:00
Thales SA,4295866846,4297554863,Hughes Network Systems LLC,Private,Supplier,United States of America,Wireless Telecommunications Services,0.28871224,2017-03-09,1795,1,2,1037743000.0,,,2022-02-06 16:33:00
Thales SA,4295866846,4295901501,Integer Holdings Corp,Public,Supplier,United States of America,Advanced Medical Equipment & Technology,0.586054776,2012-08-07,3470,1,3,1073442000.0,71.0,BB,2022-02-06 16:33:00
Thales SA,4295866846,4297630974,Thales Alenia Space SAS,Private,Supplier,France,Aerospace & Defense,0.31039568,2021-11-18,80,5,2,68393108.8084875,,BB-,2022-02-06 16:33:00
Thales SA,4295866846,5040957575,Saudi Railway Co,Private,Customer,Saudi Arabia,Ground Freight & Logistics,0.298472,2017-10-03,1587,2,2,,,,2022-02-06 16:33:00
Thales SA,4295866846,4295907168,Microsoft Corp,Public,Customer,United States of America,Software,0.5623196928,2021-03-19,324,5,3,168088000000.0,77.0,A,2022-02-06 16:33:00
Thales SA,4295866846,4295883014,SES SA,Public,Supplier,Luxembourg,Wireless Telecommunications Services,0.2770588,2018-02-23,1444,2,2,2141386787.13425,63.0,,2022-02-06 16:33:00
Thales SA,4295866846,4295860745,Bombardier Inc,Public,Customer,Canada,Aerospace & Defense,0.631879962451968,2020-04-09,668,4,4,6487000000.0,6.0,CCC,2022-02-06 16:33:00
Thales SA,4295866846,4295903076,Boeing Co,Public,Customer,United States of America,Aerospace & Defense,0.708111534618864,2021-04-13,299,5,7,62286000000.0,15.0,CCC+,2022-02-06 16:33:00
Thales SA,4295866846,4295902055,JetBlue Airways Corp,Public,Customer,United States of America,Airlines,0.31663232,2019-09-13,877,4,2,6037000000.0,60.0,CCC+,2022-02-06 16:33:00
Thales SA,4295866846,4297057843,La Poste SA,Private,Customer,France,"Courier, Postal, Air Freight & Land-based Logistics",0.55272958464,2017-10-10,1580,2,3,35596560211.504,,BB,2022-02-06 16:33:00
Thales SA,4295866846,4295896661,Vodafone Group PLC,Public,Customer,United Kingdom,Wireless Telecommunications Services,0.31843664,2021-10-21,108,5,2,51117120494.0511,27.0,BBB-,2022-02-06 16:33:00
Thales SA,4295866846,4298054620,Administrador de Infraestructuras Ferroviarias,Private,Customer,Spain,Highways & Rail Tracks,0.30317792,2021-02-18,353,5,2,745828675.319051,,BBB-,2022-02-06 16:33:00
Dassault Systemes SE,4295867357,4295884955,Airbus SE,Public,Customer,Netherlands,Aerospace & Defense,0.994869769133454,2019-04-24,1019,3,11,56972759765.1623,61.0,BBB+,2022-02-06 16:34:00
Dassault Systemes SE,4295867357,5038060367,Thello SAS,Private,Customer,France,"Passenger Transportation, Ground & Sea",0.31856,2019-04-24,1019,3,2,,,,2022-02-06 16:34:00
Dassault Systemes SE,4295867357,4295903068,Ford Motor Co,Public,Customer,United States of America,Auto & Truck Manufacturers,0.30762384,2017-04-26,1747,1,2,136341000000.0,31.0,BB,2022-02-06 16:34:00
Dassault Systemes SE,4295867357,4295867376,Peugeot SA,Private,Customer,France,Auto & Truck Manufacturers,0.29574392,2019-07-01,951,3,2,83646523718.2374,,,2022-02-06 16:34:00
Dassault Systemes SE,4295867357,4298031136,I&C Energo as,Private,Customer,Czech Republic,Electrical Components & Equipment,0.31759592,2017-11-15,1544,2,2,83690398.8322268,,,2022-02-06 16:34:00
Dassault Systemes SE,4295867357,4296319896,Caisse Nationale De Reassurance Mutuelle Agricole Groupama,Private,Customer,France,Multiline Insurance & Brokers,0.29602,2017-04-04,1769,1,2,13122272124.1446,,BB+,2022-02-06 16:34:00
Dassault Systemes SE,4295867357,4295867385,Renault SA,Public,Customer,France,Auto & Truck Manufacturers,0.27950264,2019-05-23,990,3,2,49624013424.24,26.0,BB+,2022-02-06 16:34:00
Mitsui & Co Ltd,4295880574,4295859763,Petroleo Brasileiro SA Petrobras,Public,Supplier,Brazil,Integrated Oil & Gas,0.29389616,2021-09-10,146,5,2,53262604610.2255,76.0,A-,2022-02-03 18:32:00
Mitsui & Co Ltd,4295880574,4295887083,NK Rosneft' PAO,Public,Supplier,Russia,Integrated Oil & Gas,0.586703208,2010-12-22,4061,1,3,71307465437.5475,82.0,B+,2022-02-03 18:32:00
Altera Corp,4295905489,5037446869,Reflex Ces SAS,Private,Customer,France,Semiconductors,0.28470272,2016-03-17,2150,1,2,21040768.4704522,,,2022-02-04 11:26:00
Altera Corp,4295905489,4295905585,Applied Micro Circuits Corp,Private,Supplier,United States of America,Semiconductors,0.2646168,2013-04-30,3202,1,2,159287000.0,,,2022-02-04 11:26:00
Altera Corp,4295905489,4295891425,Taiwan Semiconductor Manufacturing Co Ltd,Public,Supplier,Taiwan,Semiconductors,0.967678172416668,2015-02-13,2548,1,8,56854460437.8862,73.0,AA,2022-02-04 11:26:00
WANdisco PLC,5037476347,4295907368,McAfee LLC,Private,Customer,United States of America,Software,0.57792296448,2013-09-26,3053,1,3,2064807000.0,,,2022-02-04 11:53:00
WANdisco PLC,5037476347,4295904307,International Business Machines Corp,Public,Customer,United States of America,IT Services & Consulting,0.5608721352,2018-12-27,1135,3,3,57350000000.0,65.0,BB-,2022-02-04 11:53:00
WANdisco PLC,5037476347,4295904307,International Business Machines Corp,Public,Supplier,United States of America,IT Services & Consulting,0.30817184,2018-05-10,1366,2,2,57350000000.0,65.0,BB-,2022-02-04 11:53:00
WANdisco PLC,5037476347,5040792873,Nokia Solutions and Networks OOO,Private,Customer,Russia,Integrated Telecommunications Services,0.29084,2013-09-26,3053,1,2,,,,2022-02-04 11:53:00
WANdisco PLC,5037476347,5035395390,Hortonworks Inc,Private,Customer,United States of America,Software,0.30109176,2014-03-20,2878,1,2,261810000.0,,B-,2022-02-04 11:53:00
WANdisco PLC,5037476347,5035534199,Micro D Ltd,Private,Customer,Israel,-,0.30231424,2019-11-20,807,4,2,,,,2022-02-04 11:53:00
WANdisco PLC,5037476347,4295904853,AT&T Inc,Public,Customer,United States of America,Wireless Telecommunications Services,0.586484325408,2012-12-17,3336,1,3,168864000000.0,48.0,BB-,2022-02-04 11:53:00
WANdisco PLC,5037476347,4295894972,BG Group Ltd,Private,Customer,United Kingdom,Integrated Oil & Gas,0.6445890584256,2014-03-20,2878,1,4,16148000000.0,,,2022-02-04 11:53:00
WANdisco PLC,5037476347,4295903148,Home Depot Inc,Public,Customer,United States of America,Home Improvement Products & Services Retailers,0.31517192,2013-09-26,3053,1,2,132110000000.0,60.0,A-,2022-02-04 11:53:00
WANdisco PLC,5037476347,4295906830,Intel Corp,Public,Customer,United States of America,Semiconductors,0.6479762060928,2013-10-01,3048,1,4,79024000000.0,49.0,BBB,2022-02-04 11:53:00
WANdisco PLC,5037476347,4295907485,Oracle Corp,Public,Customer,United States of America,Software,0.696466953783758,2022-01-31,4,5,6,40479000000.0,46.0,BB-,2022-02-04 11:53:00
WANdisco PLC,5037476347,4295866480,Nokia Oyj,Public,Customer,Finland,Communications & Networking,0.65025662592,2013-10-01,3048,1,4,,91.0,A,2022-02-04 11:53:00
WANdisco PLC,5037476347,5038056692,Amazon Web Services Inc,Private,Customer,United States of America,IT Services & Consulting,0.619437223560806,2021-12-13,53,5,4,,,,2022-02-04 11:53:00
NXP Semiconductors NV,4298475354,4295891425,Taiwan Semiconductor Manufacturing Co Ltd,Public,Supplier,Taiwan,Semiconductors,0.697793629010598,2021-11-20,77,5,6,56854460437.8862,73.0,AA,2022-02-05 20:48:00
NXP Semiconductors NV,4298475354,4296309931,Huawei Technologies Co Ltd,Private,Customer,China,Communications & Networking,0.686803429005312,2019-05-17,995,3,5,27362155731.6909,,,2022-02-05 20:48:00
NXP Semiconductors NV,4298475354,4295865240,ZTE Corp,Public,Customer,China,Communications & Networking,0.28382344,2018-04-11,1396,2,2,14714404731.4571,92.0,A-,2022-02-05 20:48:00
NXP Semiconductors NV,4298475354,4295869214,Robert Bosch GmbH,Private,Customer,Germany,"Auto, Truck & Motorcycle Parts",0.6425318701056,2011-07-21,3852,1,4,81607839530.5841,,A-,2022-02-05 20:48:00
NXP Semiconductors NV,4298475354,4295908075,Synopsys Inc,Public,Supplier,United States of America,Software,0.57562464,2016-06-06,2070,1,3,4204193000.0,80.0,A+,2022-02-05 20:48:00
NXP Semiconductors NV,4298475354,4295881132,LG Corp,Public,Customer,Korea; Republic (S. Korea),Business Support Services,0.560073736704,2018-04-11,1396,2,3,4609903319.79127,53.0,AA-,2022-02-05 20:48:00
NXP Semiconductors NV,4298475354,4295905494,Amazon.com Inc,Public,Customer,United States of America,Department Stores,0.663712795306617,2017-04-14,1758,1,5,469822000000.0,21.0,BBB-,2022-02-05 20:48:00
NXP Semiconductors NV,4298475354,4296995090,Sony Mobile Communications AB,Private,Customer,Sweden,Phones & Handheld Devices,0.2916292,2011-06-16,3887,1,2,,,,2022-02-05 20:48:00
NXP Semiconductors NV,4298475354,4298359777,Kalray SA,Public,Supplier,France,Semiconductors,0.265412,2021-04-20,291,5,2,1719839.47062269,1.0,CCC+,2022-02-05 20:48:00
NXP Semiconductors NV,4298475354,4296613277,Arm Ltd,Private,Customer,United Kingdom,Semiconductors,0.3123008,2019-10-08,851,4,2,,,BBB+,2022-02-05 20:48:00
NXP Semiconductors NV,4298475354,4295884721,Koninklijke Philips NV,Public,Customer,Netherlands,Advanced Medical Equipment & Technology,0.284168,2015-07-22,2390,1,2,20292686353.5095,84.0,BBB-,2022-02-05 20:48:00
NXP Semiconductors NV,4298475354,4297372181,Garmin International Inc,Private,Customer,United States of America,Aerospace & Defense,0.26250368,2018-02-06,1460,2,2,2715675000.0,,,2022-02-05 20:48:00
Kirin Holdings Co Ltd,5000002397,4297278257,Aveo Pharmaceuticals Inc,Public,Customer,United States of America,Pharmaceuticals,0.996619181092609,2020-03-16,690,4,12,6019000.0,23.0,BB+,2022-02-04 11:40:00
Kirin Holdings Co Ltd,5000002397,4295907244,Shire-Nps Pharmaceuticals Inc,Private,Customer,United States of America,Biotechnology & Medical Research,0.3098944,2014-02-18,2908,1,2,224062000.0,,,2022-02-04 11:40:00
Kirin Holdings Co Ltd,5000002397,4295905604,ArQule Inc,Private,Customer,United States of America,Biotechnology & Medical Research,0.6105729394272,2013-03-14,3249,1,4,25764000.0,,BB,2022-02-04 11:40:00
Kirin Holdings Co Ltd,5000002397,4295891425,Taiwan Semiconductor Manufacturing Co Ltd,Public,Supplier,Taiwan,Semiconductors,0.664771869576869,2020-09-23,499,4,5,56854460437.8862,73.0,AA,2022-02-04 11:40:00
Dana Inc,4295903830,4295908080,Sypris Solutions Inc,Public,Supplier,United States of America,"Auto, Truck & Motorcycle Parts",0.30133024,2017-09-01,1616,1,2,82346000.0,95.0,BBB,2022-02-03 11:20:00
Dana Inc,4295903830,4295907525,Paccar Inc,Public,Customer,United States of America,Heavy Machinery & Vehicles,0.678408088216258,2021-03-18,322,5,5,23522300000.0,34.0,BBB-,2022-02-03 11:20:00
Dana Inc,4295903830,5040925324,Blue Bird Corp,Public,Customer,United States of America,Heavy Machinery & Vehicles,0.29972552,2017-11-29,1527,2,2,683995000.0,4.0,CCC,2022-02-03 11:20:00
Dana Inc,4295903830,4297507379,Chrysler Ltd,Private,Customer,,Auto & Truck Manufacturers,0.27340088,2013-02-21,3269,1,2,,,,2022-02-03 11:20:00
Dana Inc,4295903830,4297866296,FCA US LLC,Private,Customer,United States of America,Auto & Truck Manufacturers,0.558087725568,2019-07-31,918,3,3,83093000000.0,,,2022-02-03 11:20:00
Anaplan Inc,5037248850,4295915633,Salesforce.Com Inc,Public,Customer,United States of America,IT Services & Consulting,0.30448944,2015-11-10,2278,1,2,21252000000.0,11.0,BBB,2022-02-04 12:21:00
Anaplan Inc,5037248850,4295904170,HP Inc,Public,Customer,United States of America,Computer Hardware,0.556771679904,2018-02-20,1445,2,3,63487000000.0,94.0,BBB,2022-02-04 12:21:00
Anaplan Inc,5037248850,4297160277,DocuSign Inc,Public,Customer,United States of America,Software,0.3190388,2017-07-13,1667,1,2,1453047000.0,91.0,A-,2022-02-04 12:21:00
Anaplan Inc,5037248850,4295903091,Coca-Cola Co,Public,Supplier,United States of America,Non-Alcoholic Beverages,0.29415128,2018-09-14,1239,3,2,33014000000.0,77.0,BB+,2022-02-04 12:21:00
Anaplan Inc,5037248850,4295912773,CareerBuilder Inc,Private,Customer,United States of America,Employment Services,0.31324616,2017-05-09,1732,1,2,14908000.0,,,2022-02-04 12:21:00
TechnipFMC PLC,5051791783,4295885689,Equinor ASA,Public,Customer,Norway,Integrated Oil & Gas,0.999997729059342,2022-01-14,23,5,28,45753000000.0,97.0,BB+,2022-02-06 15:53:00
TechnipFMC PLC,5051791783,4295903051,Conocophillips,Public,Customer,United States of America,Oil & Gas Exploration and Production,0.719766679902509,2019-08-29,892,4,7,45828000000.0,60.0,BBB,2022-02-06 15:53:00
TechnipFMC PLC,5051791783,4295914696,Red Hat Inc,Private,Supplier,United States of America,Software,0.2964644,2019-01-04,1129,3,2,3362069000.0,,A+,2022-02-06 15:53:00
TechnipFMC PLC,5051791783,4295912121,Exxon Mobil Corp,Public,Customer,United States of America,Oil & Gas Refining and Marketing,0.998045906022032,2021-11-16,82,5,13,285640000000.0,,BBB-,2022-02-06 15:53:00
TechnipFMC PLC,5051791783,4295904647,Oceaneering International Inc,Public,Supplier,United States of America,Oil Related Services and Equipment,0.6409831048896,2020-12-15,418,5,4,1827889000.0,94.0,BB-,2022-02-06 15:53:00
TechnipFMC PLC,5051791783,4295894926,Tullow Oil PLC,Public,Customer,United Kingdom,Oil & Gas Exploration and Production,0.579799852032,2021-07-07,214,5,3,1177400000.0,93.0,BB-,2022-02-06 15:53:00
TechnipFMC PLC,5051791783,5055949356,Petronas Technology Ventures Sdn Bhd,Private,Supplier,Malaysia,-,0.3047036,2021-11-23,75,5,2,,,,2022-02-06 15:53:00
TechnipFMC PLC,5051791783,4295872504,Hindustan Petroleum Corp Ltd,Public,Customer,India,Oil & Gas Refining and Marketing,0.2866056,2018-07-20,1297,2,2,31431586380.0164,58.0,BB-,2022-02-06 15:53:00
TechnipFMC PLC,5051791783,4295883093,Subsea 7 SA,Public,Customer,United Kingdom,Oil Related Services and Equipment,0.625144671197414,2021-03-05,338,5,4,3466400000.0,36.0,B+,2022-02-06 15:53:00
TechnipFMC PLC,5051791783,5000000011,Lundin Mining Corp,Public,Customer,Canada,Diversified Mining,0.30917408,2019-01-30,1103,3,2,2041506000.0,83.0,AA-,2022-02-06 15:53:00
TechnipFMC PLC,5051791783,4297348198,Exxonmobil,Private,Customer,United Kingdom,Oil & Gas Exploration and Production,0.551782066944,2021-11-16,82,5,3,,,,2022-02-06 15:53:00
TechnipFMC PLC,5051791783,5036885155,Shell Offshore Inc,Private,Customer,United States of America,Business Support Services,0.572288014848,2017-03-27,1777,1,3,,,,2022-02-06 15:53:00
TechnipFMC PLC,5051791783,5038074184,Infraestructura Energetica Nova SAB de CV,Private,Customer,Mexico,Natural Gas Utilities,0.28774216,2021-07-20,201,5,2,1261301000.0,,BBB-,2022-02-06 15:53:00
TechnipFMC PLC,5051791783,4295861516,Husky Energy Inc,Private,Customer,,-,0.29670456,2019-05-23,990,3,2,9928717892.80751,,B,2022-02-06 15:53:00
TechnipFMC PLC,5051791783,4295904901,Sempra Energy,Public,Customer,United States of America,Multiline Utilities,0.2847752,2020-02-27,710,4,2,11370000000.0,37.0,BB-,2022-02-06 15:53:00
TechnipFMC PLC,5051791783,4295890400,Lundin Energy AB,Public,Customer,Sweden,Oil & Gas Exploration and Production,0.3023368,2019-01-29,1104,3,2,5484700000.0,68.0,BBB+,2022-02-06 15:53:00
Hewlett Packard Enterprise Co,5046390586,4295910840,Cavium LLC,Private,Supplier,United States of America,Semiconductors,0.543718239744,2018-05-07,1371,2,3,984018000.0,,CCC+,2022-02-06 15:50:00
Hewlett Packard Enterprise Co,5046390586,5000862163,Abb Industrial Solutions Switzerland Ltd,Private,Customer,Switzerland,Electrical Components & Equipment,0.307724,2016-06-08,2069,1,2,16755082.1266479,,,2022-02-06 15:50:00
Hewlett Packard Enterprise Co,5046390586,4295857190,Wavenet International Ltd,Private,Customer,Australia,Coal,0.29885216,2021-03-09,334,5,2,345702.644501517,,B-,2022-02-06 15:50:00
Hewlett Packard Enterprise Co,5046390586,5038051931,HPC Biosciences Ltd,Public,Customer,India,Food Processing,0.28990512,2020-12-09,424,5,2,308047.009531006,11.0,AA,2022-02-06 15:50:00
Hewlett Packard Enterprise Co,5046390586,5040950687,Sabre Corp,Public,Customer,United States of America,Software,0.2859476,2015-11-25,2265,1,2,1334100000.0,14.0,CCC+,2022-02-06 15:50:00
Mitsui & Co Ltd,4295880574,4295870824,Cloud Investment Holdings Ltd,Private,Customer,Hong Kong,Software,0.309656,2021-12-13,52,5,2,1694380.83596879,,BBB,2022-02-03 18:32:00
Mitsui & Co Ltd,4295880574,4298458436,Hin Leong Trading (Pte) Ltd,Private,Customer,Singapore,Business Support Services,0.31334528,2019-12-03,793,4,2,3982124.87935259,,,2022-02-03 18:32:00
Mitsui & Co Ltd,4295880574,4295859761,Vale SA,Public,Customer,Brazil,Iron & Steel,0.30410432,2017-04-27,1743,1,2,40823411856.8378,96.0,BBB,2022-02-03 18:32:00
Mitsui & Co Ltd,4295880574,5039983760,Cameron Lng LLC,Private,Supplier,United States of America,Natural Gas Utilities,0.6242813056416,2019-03-28,1043,3,4,,,,2022-02-03 18:32:00
Mitsui & Co Ltd,4295880574,4295877598,Hokkaido Gas Co Ltd,Public,Customer,Japan,Natural Gas Utilities,0.567617370816,2021-03-09,331,5,3,1114819574.85811,61.0,A+,2022-02-03 18:32:00
Mitsui & Co Ltd,4295880574,4296497965,Corporacion Nacional del Cobre de Chile,Private,Supplier,Chile,Specialty Mining & Metals,0.28527104,2012-03-19,3608,1,2,14173168000.0,,BBB,2022-02-03 18:32:00
Mitsui & Co Ltd,4295880574,4296883354,SEMPRA LNG CORP,Private,Supplier,United States of America,-,0.28594352,2020-03-11,694,4,2,,,,2022-02-03 18:32:00
Apollo Asset Management Inc,4297826361,4295903128,General Electric Co,Public,Supplier,United States of America,Consumer Goods Conglomerates,0.31399608,2019-01-04,1128,3,2,74196000000.0,6.0,B+,2022-02-05 20:40:00
Altera Corp,4295905489,4295969037,Acceleware Ltd,Public,Supplier,Canada,Software,0.3026,2012-08-29,3446,1,2,671280.907853682,45.0,BBB,2022-02-04 11:26:00
